song_name,artist,album,genre
House of Pain,Faster Pussycat,Wake Me When It's Over,rock
Sharp Dressed Man - 2008 Remaster,ZZ Top,Eliminator,rock
Paranoid - 2016 Remaster,Black Sabbath,Paranoid (2014 Remaster),rock
You Shook Me All Night Long,AC/DC,Back In Black,rock
I Was Made For Lovin' You,KISS,Dynasty (Remastered Version),rock
Breaking the Chains,Dokken,Breaking The Chains,rock
Uncle Tom's Cabin,Warrant,Cherry Pie,rock
"Mama, I'm Coming Home",Ozzy Osbourne,No More Tears (Expanded Edition),rock
Runnin' with the Devil - 2015 Remaster,Van Halen,Van Halen (Remastered),rock
Just Like Paradise,David Lee Roth,Skyscraper,rock
Since You Been Gone,Rainbow,Down To Earth (Deluxe Edition),rock
Cryin',Vixen,Vixen,rock
Barracuda,Heart,Little Queen,rock
Wind Of Change,Scorpions,Crazy World,rock
Forevermore,The Northmen,Forevermore,rock
Pathetic,My Own Words,Pathetic,rock
Falling Down,Dylan 'N' Alice,Dylan 'N' Alice,rock
Trial by Fire,Mammothor,Trial by Fire,rock
Break on Through (To the Other Side) [feat. Andy James],Violent Idols,Break on Through (To the Other Side) [feat. Andy James],rock
Undead,Parts Per Million,Undead,rock
The Wolf You Feed,Stone Dog Zen,The Wolf You Feed,rock
The Halo Project: Rewired [Radio Edit],Ashes to Embers,The Halo Project: Rewired [Radio Edit],rock
Break Stuff,Limp Bizkit,Greatest Hitz,rock
Dig Your Grave,The Northmen,Dig Your Grave,rock
Die MF Die,Dope,Life,rock
Mama Said Knock You Out,Five Finger Death Punch,The Wrong Side Of Heaven And The Righteous Side Of Hell (Volume 1/Deluxe Edition),rock
Murmaider,Metalocalypse: Dethklok,The Dethalbum,rock
Me Against the World,Blacklite District,Me Against the World,rock
Cryin' Like A Bitch!!,Godsmack,The Oracle (Deluxe Edition),rock
Full Circle,Five Finger Death Punch,Full Circle,rock
Flare of Defiance,Veio,Flare of Defiance,rock
Cold as Ice,Blacklite District,Instant Gratification,rock
Soul Sister Retribution,Rockie Brown,Mad World,rock
Apathy Killed the Artist,Twisted Illusion,Apathy Killed the Artist,rock
You,Zero Theorem,You,rock
Paranoia,Hostile Array,Paranoia,rock
Uncanny Valley,Atlas For Infinity,Uncanny Valley,rock
The Ghost of You,Jake Adkins,The Ghost of You,rock
When You Come Around,Chasing Desolation,When You Come Around,rock
Dimensions,Aristic,Dimensions,rock
The Tethered,Stone Dog Zen,The Tethered,rock
Black Tongues,One Way to Live,Black Tongues,rock
Falling Apart,Take The Day,Falling Apart,rock
Glory,The Score,Pressure,rock
Call It Like It Is,Another Lost Year,Call It Like It Is,rock
Little by Little,The Hate Club,Misfit - EP,rock
Only You,From Inside,Only You,rock
Wild Fire,Travel Light,Wild Fire,rock
Between Empathy & Apathy,Common Vision,Between Empathy & Apathy,rock
Half. Awake,Starsick System,Half.,rock
Medicine,Jake Adkins,Medicine,rock
Follow the Blind,Afterlight,Follow the Blind,rock
Peace in Misery,Death Remains,Peace in Misery,rock
As the Other Closed,Nathan Aeli,Katja,rock
Cut The Cord,Shinedown,Cut The Cord,rock
Me Against the Devil,Jake Adkins,Me Against the Devil,rock
Coming Down,Five Finger Death Punch,American Capitalist,rock
Love Hate Relationship,Trapt,Reborn,rock
Love-Hate-Sex-Pain,Godsmack,The Oracle (Deluxe Edition),rock
Lift Me Up,Five Finger Death Punch,Lift Me Up,rock
Wicked Ones,Dorothy,ROCKISDEAD,rock
18/5/15,Nathan Aeli,Katja,rock
More Than Animals,Awake At Last,More Than Animals,rock
Hitcher,Mammothor,Hitcher,rock
Adrenalize,In This Moment,Blood,rock
Wrong Side Of Heaven,Five Finger Death Punch,The Wrong Side Of Heaven And The Righteous Side Of Hell (Volume 1/Deluxe Edition),rock
I Feel Alive,Steady Rollin,Love & Loss,rock
Still Alive,Prison,Still Alive,rock
Battle Inside,My Own Words,Battle Inside,rock
Songs To Make You Move,Certain Animals,Songs To Make You Move,rock
I Will Not Bow,Breaking Benjamin,Dear Agony,rock
Breath,Breaking Benjamin,Phobia (Clean Version),rock
Override,New Vegas,Override,rock
Dance With The Devil,Breaking Benjamin,Phobia (Explicit Version),rock
In the End I'm Back to Me,Steady Rollin,In the End I'm Back to Me,rock
Firefly,Breaking Benjamin,We Are Not Alone,rock
Luddite,Division | North,Hexes and Triangles,rock
At the Wheel,Colorblind,At the Wheel,rock
For the future generation,Tears of a fallen hero,For the future generation,rock
We Are the Youth,Then Came Monsters,We Are the Youth,rock
Three Way Ride,Wildstreet,Three Way Ride,rock
Zero Gravity,Alveole,Andorra Effect,rock
Greed,Oracle,Seven Deadly Sins,rock
Night on Fire,Half Past Seven,Night on Fire,rock
Dear Agony,Breaking Benjamin,Dear Agony,rock
Follow - Radio Edit,Breaking Benjamin,We Are Not Alone,rock
Cold,Crossfade,Crossfade,rock
Our Revolution,Within Shadows,Face to Face,rock
So Far Away,Crossfade,Crossfade,rock
Colors,Crossfade,Crossfade,rock
The Deep End,Crossfade,Crossfade,rock
Under and Over It,Five Finger Death Punch,Under And Over It,rock
Never Enough,Five Finger Death Punch,The Way Of The Fist,rock
Hollow Bastion,Saving Vice,Hollow Bastion,rock
Electric,Tyler Gilbert,Underdog,rock
Trenches,Pop Evil,Trenches,rock
Crazy B*tch,Buckcherry,Crazy Bitch,rock
Bones,Young Guns,Bones,rock
The Diary of Jane - Single Version,Breaking Benjamin,Phobia (Clean Version),rock
Bad Girlfriend,Theory of a Deadman,Scars & Souvenirs,rock
All or Nothing,Theory of a Deadman,Scars & Souvenirs,rock
Fake It,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),rock
Misery,Eva Under Fire,Heavy on the Heart,rock
Remedy,Seether,Karma & Effect,rock
Country Song,Seether,Holding Onto Strings Better Left to Fray (Deluxe Version),rock
FMLYHM,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),rock
Hell Yeah,Rev Theory,Light It Up,rock
Suicide Betsy,Rear Naked Choke,Rear Naked Choke,rock
In the End,Linkin Park,Hybrid Theory (Bonus Edition),rock
I Hate Everything About You,Three Days Grace,Three Days Grace (Deluxe Version),rock
Break,Three Days Grace,Life Starts Now,rock
Can't Hold On,Tragedy Channel,Can't Hold On,rock
Wide Awake,The Fame,"Maybe, Tomorrow",rock
DEVIL,Shinedown,ATTENTION ATTENTION,rock
Scars,I Prevail,Lifelines,rock
Inside Out,Five Finger Death Punch,Inside Out,rock
Killing Me Slowly,Bad Wolves,N.A.T.I.O.N.,rock
Anthem Of The Lonely,Nine Lashes,World We View,rock
Dead Machine,Egypt Central,Dead Machine,rock
Cannonball,Zero Theorem,The Killing I,rock
Army of One,Message from Sylvia,Message from Sylvia,rock
At Your Altar,Within The Grey,At Your Altar,rock
Adrenalize,In This Moment,Blood,rock
ONE OF US,FEVER 333,STRENGTH IN NUMB333RS,rock
Something Different,Zero Theorem,The Killing I,rock
P Is for Pompeii,Johnny Stranger,P Is for Pompeii,rock
Resentment,A Day To Remember,Resentment,rock
Area,Zero Theorem,Ataraxis,rock
Denial,Sevendust,Best Of (Chapter One 1997-2004),rock
Euthanize,Zero Theorem,Ataraxis,rock
Brand New Numb,Motionless In White,Disguise,rock
House Of Gold,Atreyu,In Our Wake,rock
We're Coming In,FEVER 333,Made An America,rock
The Warlock,Johnny Stranger,The Warlock,rock
wonderful life (feat. Dani Filth),Bring Me The Horizon,amo,rock
Back Foot,Dinosaur Pile-Up,Celebrity Mansions,rock
Low,Zero Theorem,Ataraxis,rock
No More,Disturbed,Evolution,rock
Mockingbird,Dylan 'N' Alice,Dylan 'N' Alice,rock
Becoming,Zero Theorem,Ataraxis,rock
A Grave Mistake,Ice Nine Kills,The Silver Scream,rock
Low,Wage War,Pressure,rock
Brother,Saul,Brother,rock
Rorschach,Zero Theorem,Ataraxis,rock
Faint,Memphis May Fire,Faint,rock
Wasted,Killakoi,Wasted,rock
Black Water,Massface,Massface,rock
So Far Down,American Sin,American Sin,rock
The Killing,Zero Theorem,The Killing I,rock
Bow Down,I Prevail,TRAUMA,rock
Unsainted,Slipknot,We Are Not Your Kind,rock
You'll Never Find Me,Korn,The Nothing,rock
Threat,Zero Theorem,The Killing I,rock
Welcome Home,HELLYEAH,Welcome Home,rock
Cross Off,Mark Morton,Anesthetic,rock
When Legends Rise,Godsmack,When Legends Rise,rock
MONSTERS,Shinedown,ATTENTION ATTENTION,rock
Who I Am,Wage War,Pressure,rock
Out For Blood,Sum 41,Order In Decline,rock
MZRY,Crown The Empire,Sudden Sky,rock
Back In Black,AC/DC,Back In Black,rock
Smoke on the Water,Deep Purple,Rhino Hi-Five: Deep Purple,rock
Black Dog - Remaster,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),rock
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction (Explicit Version),rock
Rattle Your Cage,Skrizzly Adams,Young Man,rock
Somebody To Love - 2011 Mix,Queen,A Day At The Races (Deluxe Remastered Version),rock
Ozone,New Politics,Ozone,rock
Highway to Hell,AC/DC,Highway to Hell,rock
Rock and Roll - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,rock
Thirteen,Vivillain,Thirteen,rock
Sweet Emotion,Aerosmith,Toys In The Attic,rock
Fake,RedHook,Fake,rock
Constellation,Spacebones,Constellation,rock
T.N.T.,AC/DC,High Voltage,rock
Guerrilla Radio,RedHook,Guerrilla Radio,rock
Revolution - Remastered 2009,The Beatles,The Beatles 1967 - 1970 (Remastered),rock
"Girls, Girls, Girls",Mötley Crüe,"Girls, Girls, Girls",rock
Waves,Alborn,Waves,rock
Paranoid,Royal Bliss,Royal Bliss,rock
Lowlowlow,Sail By Summer,Casual Heaven,rock
Dull Days,Robbers,Endless Perspectives,rock
Yeah Yeah,MELANIE?,Yeah Yeah,rock
Heart Talk,Alex McArtor,"Heart Talk, Vol. I",rock
Eye of the Tiger,Survivor,The Rocky Story,rock
Living Proof,Des Rocs,Living Proof,rock
Spin Around,The Eiffels,Spin Around,rock
Cause the World Is Small,Brothers Page,Back to You,rock
Message In A Bottle - Remastered 2003,The Police,Reggatta De Blanc (Remastered),rock
Coexist,Sonia Stein,Coexist,rock
Both of You,Patrick Martin,Both of You,rock
You Really Got Me,Van Halen,Van Halen (Reissue),rock
Anytime Soon,Chris Beer,Anytime Soon,rock
Crazy,Alex McArtor,"Heart Talk, Vol. I",rock
The Whole Truth,Abby K,The Whole Truth,rock
Lost in You Now,Brooke Lanziner,About Me - EP,rock
Show Me,Raquel Aurilia,Show Me,rock
What You're Made Of,Arrested Youth,Sobville (Episode I),rock
Satisfy Me,The Unfits,Satisfy Me,rock
"Short Skirt, Bare Knees",Tyler Boone,"Short Skirt, Bare Knees",rock
Tears of Love,TOSH,TOSH,rock
Sneakers,The Inoculated Canaries,Sneakers,rock
To Be a Man,4FOXSAKE,Make Believe,rock
Princes Of The Universe,Queen,A Kind Of Magic,rock
Echo,Tess Posner,Echo,rock
Promise Me,Brian Mackey,Promise Me,rock
Mr. Jones,Counting Crows,August And Everything After,rock
Sick As Our Secrets,Makes My Blood Dance,Sick As Our Secrets,rock
The Way,Evan Troop,The Way,rock
Loving Is the Way,Alex McArtor,Loving Is the Way,rock
Iron Man,Black Sabbath,Paranoid,rock
Heat Of The Moment,Asia,Asia,rock
Drive Slow,Skrizzly Adams,Drive Slow,rock
Donna,The Inoculated Canaries,Donna,rock
Act One,The Let Go,The Let Go,rock
Broken/Scarred,Christopher Shayne,Broken / Scarred,rock
Expectations,Arrested Youth,Sobville (Episode I),rock
Freaking Out,The Wrecks,Freaking Out,rock
More Than A Feeling,Boston,BOSTON,rock
New Me Who Dis,Andrew Gialanella,New Me Who Dis,rock
Walk Me Home,Joe McLeod,Walk Me Home,rock
Trouble,ChrisLee,Trouble,rock
Sweet Home Alabama,Lynyrd Skynyrd,A Retrospective,rock
My Pickup Song,John Belthoff,My Pickup Song,rock
Groundhog,Scott Krokoff,Groundhog,rock
Addiction,Andrew W. Boss,Left Alone,rock
Slow Ride,Foghat,Fool For The City,rock
Reflections,Irvine,Reflections,rock
Manimals,Tarun,Manimals,rock
East Coast,Alex McArtor,"Heart Talk, Vol. I",rock
Have You Ever Seen The Rain?,Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),rock
I Want Your Love,Dez Money,I Want Your Love,rock
My Foolish Heart,Abby K,The Whole Truth,rock
Rock And Roll All Nite,KISS,IKONS,rock
Glamour Queen,KAATO,Slam!,rock
Screw U,Ryan Wright,Screw U,rock
Bottle This Love,Pacific,Bottle This Love,rock
My Religion,Wilderlife,My Religion,rock
Solitario Rock and Roll,Té de Brujas,Contracauce,rock
Lifeline,Homestead,Beacon - EP,rock
Stereo,Hey Guy,Stereo,rock
Back to You,Brothers Page,Back to You,rock
Mississippi Queen,Mountain,The Very Best Of Mountain,rock
Metal Health (Bang Your Head),Quiet Riot,Guitar Heroes: Rock Of The 80s,rock
18 And Life,Skid Row,Rhino Hi-Five: Skid Row,rock
Almost Love,Ashlie Amber,Almost Love,rock
Tonight I'm Gonna Rock You Tonight,Spinal Tap,This Is Spinal Tap (Soundtrack),rock
YYZ,Rush,Moving Pictures,rock
Where Are You Now,Tiny Fighter,Tell Me,rock
Lemonade,The Old Americana Band,Batch 2,rock
Talk Dirty To Me,Poison,Look What The Cat Dragged In,rock
Royal Pigs,Broken Baby,Royal Pigs,rock
You've Got Another Thing Coming,Judas Priest,Playlist: The Very Best of Judas Priest,rock
Do Me Right,Hollis Brown,Ozone Park,rock
Strange Direction,Brothers Page,Strange Direction,rock
Rebel.,After 10,Rebel.,rock
Piano Man,Billy Joel,Piano Man,rock
Still Loving You,Scorpions,Love At First Sting (50th Anniversary Deluxe Edition),rock
Always Somewhere,Scorpions,Lovedrive (50th Anniversary Deluxe Edition),rock
When The Smoke Is Going Down,Scorpions,Blackout (50th Anniversary Deluxe Edition),rock
Holiday,Scorpions,Lovedrive (50th Anniversary Deluxe Edition),rock
Send Me An Angel,Scorpions,Crazy World,rock
Follow Your Heart,Scorpions,Born To Touch Your Feelings - Best of Rock Ballads,rock
Rock You Like A Hurricane,Scorpions,Love At First Sting (50th Anniversary Deluxe Edition),rock
No One Like You,Scorpions,Blackout (50th Anniversary Deluxe Edition),rock
You & I - Live,Scorpions,Acoustica,rock
Believe In Love,Scorpions,Savage Amusement (50th Anniversary Deluxe Edition),rock
We'll Burn The Sky,Scorpions,Taken By Force (50th Anniversary Deluxe Edition),rock
Humanity,Scorpions,Humanity - Hour I,rock
Big City Nights,Scorpions,World Wide Live (50th Anniversary Deluxe Edition),rock
The Zoo,Scorpions,Animal Magnetism (50th Anniversary Deluxe Edition),rock
Coast To Coast,Scorpions,Lovedrive (50th Anniversary Deluxe Edition),rock
Top Of The Bill - Live,Scorpions,Tokyo Tapes (50th Anniversary Deluxe Edition),rock
Walking On The Edge,Scorpions,Savage Amusement (50th Anniversary Deluxe Edition),rock
In Trance - Studio Edit,Scorpions,MTV Unplugged (The Studio Edits),rock
The Future Never Dies,Scorpions,Humanity - Hour I,rock
Every Minute Every Day,Scorpions,Savage Amusement (50th Anniversary Deluxe Edition),rock
Alien Nation,Scorpions,Face The Heat,rock
Bad Boys Running Wild,Scorpions,Love At First Sting (50th Anniversary Deluxe Edition),rock
A Moment In A Million Years,Scorpions,Eye II Eye,rock
Your Light,Scorpions,Taken By Force (50th Anniversary Deluxe Edition),rock
Deep and Dark,Scorpions,Unbreakable,rock
Dynamite,Scorpions,Blackout (50th Anniversary Deluxe Edition),rock
No Limit,Scorpions,Sting in the Tail,rock
In Search Of The Peace Of Mind,Scorpions,Lonesome Crow,rock
Baba O'Riley - Original Album Version,The Who,Greatest Hits,rock
Poison,Alice Cooper,The Best Of Alice Cooper,rock
You Shook Me All Night Long,AC/DC,Who Made Who,rock
Think I'm In Love,Eddie Money,No Control,rock
Gimme All Your Lovin',ZZ Top,Eliminator,rock
White Wedding - Pt. 1,Billy Idol,Billy Idol,rock
Can't You See,Black Stone Cherry,Between The Devil & The Deep Blue Sea (Special Edition),rock
Sound of Madness,Shinedown,The Sound of Madness,rock
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction / G N'R Lies / The Spaghetti Incident,rock
Zombie,Bad Wolves,Zombie,rock
Stranger In My House,Ronnie Milsap,Ronnie Milsap Sings His Best Hits For Capitol Records,rock
Caroline,Status Quo,Hello!,rock
Werewolves of London,Warren Zevon,A Quiet Normal Life: The Best of Warren Zevon,rock
Run,The Exits,Run,rock
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,High Voltage,rock
Hallowed Be Thy Name - 1998 Remastered Version,Iron Maiden,The Number Of The Beast (1998 Remastered Edition),rock
Hot Blooded,Foreigner,Double Vision (Expanded),rock
Daddys Little Evil,Bubbatrees,Daddys Little Evil,rock
Rebel Rebel - 2016 Remaster,David Bowie,Diamond Dogs (2016 Remastered Version),rock
Firecracker,The Baskervilles,Firecracker,rock
I Ran (So Far Away),A Flock Of Seagulls,A Flock Of Seagulls,rock
Blame,Late Night Legacy,Blame,rock
The Throne,Other Nature,The Throne,rock
Rock the Casbah - Remastered,The Clash,Combat Rock (Remastered),rock
(Oh) Pretty Woman - 2015 Remaster,Van Halen,Diver Down (Remastered),rock
Dream On,Daydream Nation,Dream On,rock
Walk Of Life,Dire Straits,Brothers In Arms,rock
Sweet Home Alabama,Lynyrd Skynyrd,Rock Legends eAlbum (International Version),rock
We're An American Band - Remastered 2002,Grand Funk Railroad,We're An American Band (Remastered / Bonus Track),rock
Takin' Care Of Business,Bachman-Turner Overdrive,Bachman-Turner Overdrive II,rock
Sex on Fire,Kings of Leon,Sex on Fire,rock
Mystify,INXS,Kick 30,rock
Bad Medicine,Bon Jovi,Bon Jovi Greatest Hits,rock
Thunderstruck,AC/DC,The Razors Edge,rock
Simply Irresistible,Robert Palmer,Heavy Nova,rock
In a City,Modern Love Child,MLC,rock
Fly Away,Lenny Kravitz,Greatest Hits,rock
Are You Ready,AC/DC,The Razors Edge,rock
Some Kind Of Wonderful - Remastered 1999,Grand Funk Railroad,30 Years Of Funk: 1969-1999 The Anthology,rock
I'd Love to Change the World - 2004 Remaster,Ten Years After,A Space in Time (Deluxe Version),rock
Kiss from a Rose,Wake Me,Kiss from a Rose,rock
Lavender,Marillion,"A Singles Collection 1982-1992: Six Of One, Half-Dozen Of The Other",rock
Over The Hills And Far Away,Gary Moore,Wild Frontier,rock
Use Somebody,Kings of Leon,Use Somebody,rock
Crazy,Aerosmith,Young Lust: The Aerosmith Anthology,rock
Rock the Night,Europe,The Final Countdown (Expanded Edition),rock
Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,rock
Out In The Fields,Gary Moore,Run For Cover,rock
Shakin',Eddie Money,No Control,rock
Knockin' On Heaven's Door,Guns N' Roses,Use Your Illusion II (Explicit Version),rock
She Sells Sanctuary (2009 Re-master),The Cult,Love (Expanded Edition),rock
Pride (In The Name Of Love),U2,U218 Singles,rock
Can't You See,The Marshall Tucker Band,The Marshall Tucker Band,rock
Sundown,Gordon Lightfoot,Sundown,rock
For What It's Worth,Buffalo Springfield,Buffalo Springfield,rock
Wish You Were Here - 2011 Remastered Version,Pink Floyd,Wish You Were Here [Remastered] (Remastered Version),rock
It Don't Come Easy,Ringo Starr,Ringo,rock
Memory of a Free Festival (Pt. 2) - 2015 Remaster,David Bowie,Five Years (1969 - 1973),rock
I Don't Care Anymore - 2016 Remaster,Phil Collins,"Hello, I Must Be Going! (Deluxe Edition)",rock
Sunday Bloody Sunday,U2,The Best of 1980-1990 & B-Sides,rock
My Generation - Shel Talmy Stereo Version,The Who,My Generation (Deluxe Edition),rock
Gimme Shelter,The Rolling Stones,Let It Bleed,rock
Summer Of '69,Bryan Adams,Anthology (set - UK),rock
Dancing in the Dark,Bruce Springsteen,Greatest Hits,rock
Livin' On A Prayer,Bon Jovi,Bon Jovi Greatest Hits,rock
Stick Around,Julian Lennon,The Secret Value Of Daydreaming,rock
Come As You Are,Nirvana,Nirvana (International Version),rock
Alive,Pearl Jam,Ten,rock
One Way Or Another,Blondie,Atomic: The Very Best Of Blondie,rock
Just What I Needed,The Cars,The Cars,rock
Don't Bring Me Down,Electric Light Orchestra,All Over The World: The Very Best Of ELO,rock
Glory Days,Bruce Springsteen,Greatest Hits,rock
Rebel Yell,Billy Idol,Essential,rock
"You're Gonna Go Far, Kid",The Offspring,"You're Gonna Go Far, Kid",rock
Lips Of An Angel,Hinder,Extreme Behavior,rock
Wicked game,HIM,And Love Said No - Greatest Hits 1997 - 2004,rock
Dancing With Myself,Generation X,Essential,rock
No More Mr. Nice Guy - Remastered Version,Alice Cooper,Mascara & Monsters: The Best Of Alice Cooper,rock
Sharp Dressed Man - 2003 Remaster,ZZ Top,Rancho Texicano: The Very Best of ZZ Top,rock
